data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2026-06-22 13:47:46.018876;1603;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;James Pierce;masculino;pix
2026-06-22 14:53:37.472728;1604;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Luke Damon;masculino;cartão de crédito
2026-06-22 20:07:37.663705;1605;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Margo Gallegos;feminino;dinheiro
2026-06-22 21:24:41.428778;1606;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Clinton Tiano;masculino;boleto
2026-06-22 22:38:44.150828;1607;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Ruth Alston;feminino;pix
2026-06-23 14:07:36.719148;1608;São Paulo;Lucas Pereira;Tablet Apple Ipad;Paul Perkins;masculino;pix
2026-06-23 14:15:39.487142;1609;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Juan Nelson;masculino;boleto
2026-06-23 14:32:37.422551;1610;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Carlos Hsieh;masculino;cartão de crédito
2026-06-23 14:38:39.213192;1611;São Paulo;Ana Oliveira;Smartwatch Garmin;Issac Luoma;masculino;boleto
2026-06-23 14:44:39.032848;1612;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Steven Vaness;masculino;pix
2026-06-23 20:50:43.618870;1613;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Johnathan Brady;masculino;dinheiro
2026-06-24 15:03:40.622921;1614;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Patricia Bodey;feminino;boleto
2026-06-24 15:29:46.001203;1615;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Lisa Wease;feminino;boleto
2026-06-24 21:48:40.400660;1616;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Carol Moser;feminino;dinheiro
2026-06-24 22:25:39.473519;1617;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Nellie Sterling;feminino;dinheiro
2026-06-25 12:53:40.825238;1618;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Christopher Ingram;masculino;dinheiro
2026-06-25 13:07:41.296854;1619;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Faye Severson;feminino;cartão de crédito
2026-06-25 16:11:38.239251;1620;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jesus Baker;masculino;cartão de crédito
2026-06-25 18:22:45.861223;1621;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Carolyn Larson;feminino;pix
2026-06-25 20:16:36.188814;1622;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Karen Rowe;feminino;boleto
2026-06-25 20:49:39.471463;1623;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Doug Parsons;masculino;dinheiro
2026-06-25 20:49:39.526610;1624;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Irene Caldwell;feminino;dinheiro
2026-06-25 22:06:37.209680;1625;São Paulo;Ana Oliveira;Tablet Apple Ipad;Nancy Rowe;feminino;boleto
2026-06-25 23:02:40.734112;1626;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Lucia Freeman;feminino;dinheiro
2026-06-25 23:21:40.165243;1627;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Barbara Rathbum;feminino;pix
2026-06-26 16:13:37.477287;1628;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Barry Beaudry;masculino;boleto
2026-06-26 17:49:36.758562;1629;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Jacqueline Thompson;feminino;cartão de crédito
2026-06-27 14:07:45.339965;1630;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Ilse Kaplan;feminino;pix
2026-06-27 16:27:38.997796;1631;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Willie Yin;masculino;cartão de crédito
2026-06-27 17:28:35.916824;1632;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Eugene Wyatt;masculino;boleto
2026-06-27 20:35:39.767381;1633;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Bailey Harper;feminino;boleto
2026-06-27 23:04:37.082005;1634;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Scott Buck;masculino;boleto
2026-06-27 23:12:39.320680;1635;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Clyde Cannon;masculino;boleto
2026-06-28 13:15:40.366702;1636;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Delfina Bell;feminino;boleto
2026-06-28 17:23:39.824287;1637;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Vanessa Mackinder;feminino;dinheiro
2026-06-28 17:25:43.348008;1638;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Tammy Bechtol;feminino;dinheiro
2026-06-29 13:02:40.093488;1639;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Max Mackey;masculino;cartão de crédito
2026-06-29 15:12:41.218422;1640;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Robert Speight;masculino;cartão de crédito
2026-06-29 16:16:40.228919;1641;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Joan Epperson;feminino;boleto
2026-06-29 16:21:38.327676;1642;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Jennifer Mcdonald;feminino;pix
2026-06-29 20:13:38.359652;1643;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Phillip Young;masculino;boleto
2026-06-30 13:02:45.344163;1644;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;John Rodriguez;masculino;dinheiro
2026-06-30 14:36:42.771120;1645;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Margaret Roseman;feminino;pix
2026-06-30 16:15:37.138808;1646;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Linda Thomas;feminino;boleto
2026-06-30 18:48:40.201220;1647;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Stephanie Pfaff;feminino;cartão de crédito
2026-06-30 19:41:39.768777;1648;Florianópolis;Tiago Lima;Tablet Apple Ipad;Carmen Kehoe;feminino;pix
2026-06-30 21:44:40.427975;1649;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Robin Turman;feminino;boleto
2026-06-30 23:18:41.500012;1650;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Dorothy Deruyter;feminino;pix
2026-07-01 16:31:44.324529;1651;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Eunice Jones;feminino;dinheiro
2026-07-01 17:03:36.817057;1652;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Susan Leddy;feminino;dinheiro
2026-07-01 17:34:36.202501;1653;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Michael Green;masculino;pix
2026-07-02 14:22:45.820370;1654;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Sophia Horton;feminino;boleto
2026-07-02 16:02:39.487650;1655;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Richard Gollier;masculino;pix
2026-07-02 16:39:36.860496;1656;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Judith Clancy;feminino;cartão de crédito
2026-07-02 19:07:40.227143;1657;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Casey Coleman;feminino;boleto
2026-07-03 12:45:41.722301;1658;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Shirley Krock;feminino;cartão de crédito
2026-07-03 17:07:38.776062;1659;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Barry Leslie;masculino;cartão de crédito
2026-07-03 21:21:45.355218;1660;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Larry Rogers;masculino;dinheiro
2026-07-03 22:19:38.508894;1661;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Alma Howell;feminino;cartão de crédito
2026-07-04 13:01:39.934013;1662;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Judy Harris;feminino;pix
2026-07-04 16:17:43.278725;1663;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Walter Roach;masculino;dinheiro
2026-07-04 17:08:46.019273;1664;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Harland Mcfadden;masculino;dinheiro
2026-07-04 18:33:41.217586;1665;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;John Woods;masculino;dinheiro
2026-07-04 23:12:42.748636;1666;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Andy Hollowell;masculino;cartão de crédito
2026-07-05 13:58:43.509139;1667;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Mattie Gooch;feminino;dinheiro
2026-07-05 14:25:40.304137;1668;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Robert Schwartz;masculino;dinheiro
2026-07-05 14:37:39.533054;1669;São Paulo;Ana Oliveira;Smartwatch Garmin;Katrina Jones;feminino;boleto
2026-07-05 15:45:36.912390;1670;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Roosevelt Irvine;masculino;dinheiro
2026-07-05 17:26:44.048233;1671;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Ruth Hernandez;feminino;pix
2026-07-06 15:26:45.376806;1672;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Kathryn Doney;feminino;boleto
2026-07-06 17:36:38.329478;1673;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Thomas Ward;masculino;boleto
2026-07-06 20:31:35.653427;1674;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Jeanene Lewis;feminino;pix
2026-07-06 20:34:45.679880;1675;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Kevin Grosbier;masculino;dinheiro
2026-07-07 13:06:37.429347;1676;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Jose Potts;masculino;pix
2026-07-07 17:55:45.111620;1677;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Phyllis Pereira;feminino;cartão de crédito
2026-07-07 20:38:36.774555;1678;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Barbara Part;feminino;pix
2026-07-07 20:42:38.496956;1679;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Georgia Edwards;feminino;dinheiro
2026-07-07 21:07:35.913337;1680;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Mario Borg;masculino;dinheiro
2026-07-08 13:10:43.960649;1681;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Thelma Castille;feminino;dinheiro
2026-07-08 13:42:39.994216;1682;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Mary Wilson;feminino;cartão de crédito
2026-07-08 14:30:38.705106;1683;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Ralph Scheffler;masculino;pix
2026-07-08 15:09:45.803102;1684;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Marie Hall;feminino;cartão de crédito
2026-07-08 18:45:40.870420;1685;Florianópolis;Tiago Lima;Smartwatch Garmin;Wayne Condrey;masculino;pix
2026-07-08 18:46:37.232940;1686;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Marisol Guzman;feminino;dinheiro
2026-07-08 19:42:42.386162;1687;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Doris Collins;feminino;dinheiro
2026-07-08 20:57:42.983017;1688;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Mark Walker;masculino;dinheiro
2026-07-08 22:49:42.393105;1689;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Lucy Lopez;feminino;boleto
2026-07-09 12:51:46.017055;1690;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Camille Padilla;feminino;cartão de crédito
2026-07-09 14:17:40.347099;1691;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Shirley Tsosie;feminino;dinheiro
2026-07-09 17:54:44.628467;1692;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Robert Rose;masculino;dinheiro
2026-07-09 18:06:35.654976;1693;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Edwina Mckay;feminino;pix
2026-07-09 22:28:42.042806;1694;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Thomas Richards;masculino;boleto
2026-07-10 20:42:37.113493;1695;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Maria Small;feminino;cartão de crédito
2026-07-10 22:40:37.906668;1696;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Arthur Hughes;masculino;dinheiro
2026-07-10 22:48:40.371459;1697;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;John Mulhall;masculino;dinheiro
2026-07-10 23:12:42.583895;1698;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Brian Wilson;masculino;cartão de crédito
2026-07-11 13:21:36.145698;1699;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Gilberto Burks;masculino;cartão de crédito
2026-07-11 14:18:36.017593;1700;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;John Carothers;masculino;pix
2026-07-11 15:18:39.056219;1701;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Michael Wilson;masculino;pix
2026-07-11 17:15:36.595582;1702;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Antony Payne;masculino;boleto
2026-07-11 20:05:39.815264;1703;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;James Lim;masculino;boleto
2026-07-11 20:33:37.716154;1704;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Maria Mcthay;feminino;cartão de crédito
2026-07-11 21:19:38.108162;1705;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Derrick Johnson;masculino;pix
2026-07-11 22:14:45.846655;1706;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Nathan Goebel;masculino;dinheiro
2026-07-11 22:16:38.067627;1707;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Patricia Bonham;feminino;boleto
2026-07-11 22:57:36.020557;1708;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Patty Nielsen;feminino;boleto
2026-07-12 16:37:39.438146;1709;São Paulo;Lucas Pereira;Tablet Apple Ipad;Cathi Gates;feminino;boleto
2026-07-12 17:22:39.887919;1710;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Howard Devers;masculino;pix
2026-07-12 22:18:36.947070;1711;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Ernest Scherman;masculino;dinheiro
2026-07-12 23:18:42.283384;1712;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Angela Lewis;feminino;dinheiro
2026-07-13 13:16:44.148276;1713;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Roberta Bell;feminino;dinheiro
2026-07-13 14:57:38.093697;1714;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Marie Morgan;feminino;dinheiro
2026-07-13 15:04:39.761317;1715;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Adam Neilson;masculino;boleto
2026-07-13 15:06:36.723486;1716;São Paulo;Lucas Pereira;Tablet Apple Ipad;Samuel Miller;masculino;pix
2026-07-13 15:32:39.808498;1717;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Janice Hargett;feminino;boleto
2026-07-13 17:02:35.609083;1718;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Manuela Farris;feminino;dinheiro
2026-07-13 18:18:42.192122;1719;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Lori Cefalu;feminino;boleto
2026-07-13 18:38:35.839345;1720;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Daniel Wiles;masculino;dinheiro
2026-07-13 19:17:35.274629;1721;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Shawn Valentine;masculino;cartão de crédito
2026-07-13 20:18:45.869921;1722;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Micheal Goodwin;masculino;cartão de crédito
2026-07-14 15:44:39.582640;1723;São Paulo;Lucas Pereira;Smartwatch Garmin;Jeff Hill;masculino;boleto
2026-07-14 16:56:41.313404;1724;São Paulo;Ana Oliveira;Smartwatch Garmin;Jennifer Love;feminino;pix
2026-07-14 19:03:39.944056;1725;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Roberto Pergola;masculino;pix
2026-07-14 20:59:44.124306;1726;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Gary Hilyer;masculino;dinheiro
2026-07-14 21:51:40.410619;1727;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Joe Smith;masculino;dinheiro
2026-07-14 23:01:35.610185;1728;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Linda Tilotta;feminino;pix
2026-07-15 12:53:39.553218;1729;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Dave Nguyen;masculino;dinheiro
2026-07-15 13:09:37.097655;1730;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;James Cole;masculino;cartão de crédito
2026-07-15 15:39:38.292813;1731;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Charles Dewitt;masculino;pix
2026-07-15 17:14:38.765363;1732;São Paulo;Lucas Pereira;Tablet Apple Ipad;Paul Landis;masculino;cartão de crédito
2026-07-15 18:21:38.678976;1733;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Heidi Archibald;feminino;pix
2026-07-15 18:35:42.044023;1734;Florianópolis;Tiago Lima;Tablet Apple Ipad;Helen Fontenot;feminino;pix
2026-07-15 18:50:42.297894;1735;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Catherine Laperle;feminino;dinheiro
2026-07-15 19:13:41.335453;1736;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Mark Ramirez;masculino;pix
2026-07-15 19:27:42.092959;1737;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Henry Norton;masculino;boleto
2026-07-15 20:01:39.814983;1738;São Paulo;Lucas Pereira;Smartwatch Garmin;Shannon Johnson;feminino;boleto
2026-07-15 21:10:40.230450;1739;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Billy Cantrell;masculino;cartão de crédito
2026-07-15 22:54:37.909341;1740;São Paulo;Ana Oliveira;Smartwatch Garmin;Otha Severy;masculino;dinheiro
2026-07-16 13:27:38.583844;1741;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Norma Clark;feminino;boleto
2026-07-16 13:52:39.351953;1742;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Clarence Koslosky;masculino;dinheiro
2026-07-16 15:22:36.424551;1743;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Helen Ha;feminino;pix
2026-07-16 17:35:35.892124;1744;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Ross Kibbe;masculino;pix
2026-07-16 18:02:38.547909;1745;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Jean Jackson;feminino;boleto
2026-07-16 19:22:38.806642;1746;Florianópolis;Tiago Lima;Fone de Ouvido Sony;James Ebner;masculino;cartão de crédito
2026-07-16 21:34:41.095369;1747;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Michael Munroe;masculino;dinheiro
2026-07-17 14:11:45.417225;1748;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Jason Deshields;masculino;pix
2026-07-17 15:42:36.814149;1749;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Marshall Fox;masculino;cartão de crédito
2026-07-17 17:04:38.377863;1750;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;David Morren;masculino;cartão de crédito
2026-07-17 22:42:40.595048;1751;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Benito Donaway;masculino;dinheiro
2026-07-17 22:54:43.156052;1752;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Charles Moore;masculino;pix
2026-07-18 16:35:40.839750;1753;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Juanita Freeze;feminino;dinheiro
2026-07-18 16:43:40.857244;1754;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Gerald Bennett;masculino;boleto
2026-07-18 18:30:42.639566;1755;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Juanita Wells;feminino;pix
2026-07-18 19:20:37.475475;1756;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;David Jackson;masculino;cartão de crédito
2026-07-18 20:56:38.509770;1757;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Richard Rayford;masculino;pix
2026-07-18 23:26:35.982288;1758;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Frank Mulholland;masculino;pix
2026-07-19 19:29:44.729933;1759;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Manuel Cuadrado;masculino;dinheiro
2026-07-19 20:20:46.018047;1760;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Wade Hurst;masculino;cartão de crédito
2026-07-20 12:38:35.329151;1761;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Diana Rozzi;feminino;dinheiro
2026-07-20 13:34:39.807635;1762;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Natasha Williams;feminino;pix
2026-07-20 17:01:35.840890;1763;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Mamie Osterstuck;feminino;dinheiro
2026-07-20 18:59:40.583879;1764;Florianópolis;Tiago Lima;Tablet Apple Ipad;Edith Disla;feminino;cartão de crédito
2026-07-20 19:25:39.802389;1765;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Sallie Starnes;feminino;dinheiro
2026-07-21 12:33:37.303317;1766;São Paulo;Lucas Pereira;Smartwatch Garmin;Kevin Sasso;masculino;boleto
2026-07-21 12:54:36.731877;1767;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Kendall Storm;masculino;boleto
2026-07-21 14:47:36.719406;1768;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Catherine Wild;feminino;dinheiro
2026-07-21 16:35:38.585618;1769;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;James Stevens;masculino;dinheiro
2026-07-21 21:47:45.707981;1770;Florianópolis;Gabriela Santos;Smartwatch Garmin;Debra Elliott;feminino;pix
2026-07-22 15:29:39.582430;1771;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Patrick Davis;masculino;dinheiro
2026-07-22 17:48:41.550409;1772;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Lucinda Godfrey;feminino;boleto
2026-07-22 21:04:36.722529;1773;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Maria Spivey;feminino;dinheiro
2026-07-22 21:39:36.410525;1774;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Anne Sides;feminino;boleto
2026-07-23 12:51:43.479342;1775;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Marty Givens;masculino;boleto
2026-07-23 14:08:42.093582;1776;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Beverly Flowers;feminino;dinheiro
2026-07-23 15:07:35.559638;1777;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Amelia Mcswain;feminino;cartão de crédito
2026-07-23 15:26:44.328709;1778;São Paulo;Lucas Pereira;Tablet Apple Ipad;Karen Dancy;feminino;boleto
2026-07-23 18:42:41.293490;1779;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Katherine Torres;feminino;cartão de crédito
2026-07-23 20:40:38.106427;1780;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Tommy Simmons;masculino;pix
2026-07-23 21:41:41.425561;1781;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Nick Gee;masculino;pix
2026-07-24 12:55:43.660277;1782;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Pierre Rogers;masculino;cartão de crédito
2026-07-24 17:23:44.899755;1783;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Eric Spain;masculino;boleto
2026-07-24 18:22:39.897521;1784;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Heather Stinser;feminino;pix
2026-07-24 18:29:39.553673;1785;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Yolanda Wright;feminino;boleto
2026-07-24 20:25:40.227954;1786;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Arlene Craft;feminino;cartão de crédito
2026-07-25 14:57:42.249653;1787;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;James Kutzner;masculino;dinheiro
2026-07-25 15:30:40.007926;1788;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Shalonda Taylor;feminino;cartão de crédito
2026-07-25 17:05:37.401942;1789;São Paulo;Ana Oliveira;Notebook Dell Inspiron;William Busher;masculino;boleto
2026-07-25 17:20:39.610483;1790;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Wayne Steinharter;masculino;boleto
2026-07-25 20:54:36.413029;1791;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Mercedes Gonzalez;feminino;dinheiro
2026-07-25 21:03:37.428236;1792;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Edith Hale;feminino;boleto
2026-07-25 22:17:35.603414;1793;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Lynne Kershner;feminino;pix
2026-07-25 22:43:37.463204;1794;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Nathaniel Baker;masculino;boleto
2026-07-25 22:45:43.047796;1795;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Marjorie Sawicki;feminino;dinheiro
2026-07-26 15:39:36.202785;1796;São Paulo;Lucas Pereira;Tablet Apple Ipad;Adam Vaught;masculino;pix
2026-07-26 16:03:37.907769;1797;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Edwin Winn;masculino;dinheiro
2026-07-26 19:19:36.905935;1798;São Paulo;Lucas Pereira;Tablet Apple Ipad;Anne Salas;feminino;pix
2026-07-26 19:53:41.390034;1799;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Diego Demarco;masculino;boleto
2026-07-26 20:17:42.975580;1800;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Christopher Ramirez;masculino;cartão de crédito
2026-07-26 21:07:38.898752;1801;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Sherry Barnard;feminino;boleto
2026-07-27 18:37:45.453733;1802;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Maryann Leishman;feminino;pix
2026-07-27 18:52:39.593718;1803;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Richard Arrington;masculino;boleto
2026-07-27 19:03:35.999727;1804;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Betty Mcfarling;feminino;cartão de crédito
2026-07-27 19:39:41.777203;1805;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Donald West;masculino;boleto
2026-07-27 22:12:40.353708;1806;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Brandon Ford;masculino;boleto
2026-07-27 22:47:37.352530;1807;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Kevin Bolduc;masculino;boleto
2026-07-28 12:45:45.104717;1808;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Jeremy Murray;masculino;pix
2026-07-28 12:46:42.388618;1809;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Leon Fung;masculino;dinheiro
2026-07-28 12:47:35.602542;1810;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Charles Mayfield;masculino;dinheiro
2026-07-28 17:58:38.077201;1811;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Deborah Harris;feminino;dinheiro
2026-07-29 13:07:36.492341;1812;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;James Workman;masculino;boleto
